trial,learning_rate,n_steps,ent_coef,net_arch,activation_fn,n_epochs,clip_range,batch_size,survival_rate,mean_return
328,0.0003,512,0.005,"[64, 64]",ReLU,10,0.2,128,0.715,0.6712874999999999
107,0.0001,512,0.01,"[256, 128]",Tanh,20,0.3,128,0.715,0.6643625
106,0.0001,512,0.01,"[256, 128]",Tanh,20,0.2,128,0.715,0.6593000000000001
208,0.0001,1024,0.01,"[256, 128]",Tanh,5,0.2,128,0.715,0.6706
411,0.0003,512,0.01,"[128, 128]",Tanh,20,0.1,128,0.715,0.646925
165,0.0001,1024,0.01,"[64, 64]",ReLU,10,0.1,128,0.715,0.6783500000000001
409,0.0003,512,0.01,"[128, 128]",Tanh,10,0.2,128,0.715,0.6577500000000001
449,0.0003,1024,0.005,"[64, 64]",Tanh,20,0.3,128,0.715,0.6716125
452,0.0003,1024,0.005,"[128, 128]",ReLU,5,0.3,128,0.715,0.6560499999999999
221,0.0001,2048,0.005,"[64, 64]",ReLU,10,0.3,128,0.715,0.6954625000000001
2,0.0001,512,0.005,"[64, 64]",ReLU,5,0.3,128,0.715,0.698075
97,0.0001,512,0.01,"[256, 128]",ReLU,20,0.2,128,0.715,0.666825
58,0.0001,512,0.01,"[64, 64]",ReLU,10,0.2,128,0.715,0.6972750000000001
218,0.0001,2048,0.005,"[64, 64]",ReLU,5,0.3,128,0.715,0.715
101,0.0001,512,0.01,"[256, 128]",Tanh,5,0.3,128,0.715,0.6769749999999999
642,0.0003,2048,0.01,"[256, 128]",Tanh,10,0.1,128,0.715,0.6411374999999999
133,0.0001,1024,0.005,"[128, 128]",ReLU,20,0.2,128,0.715,0.657575
96,0.0001,512,0.01,"[256, 128]",ReLU,20,0.1,128,0.715,0.663375
282,0.0001,2048,0.01,"[64, 64]",Tanh,10,0.1,128,0.715,0.6553999999999999
283,0.0001,2048,0.01,"[64, 64]",Tanh,10,0.2,128,0.715,0.6817375000000001
135,0.0001,1024,0.005,"[128, 128]",Tanh,5,0.1,128,0.715,0.6724249999999999
141,0.0001,1024,0.005,"[128, 128]",Tanh,20,0.1,128,0.715,0.6657
3,0.0001,512,0.005,"[64, 64]",ReLU,10,0.1,128,0.715,0.697375
4,0.0001,512,0.005,"[64, 64]",ReLU,10,0.2,128,0.715,0.6981375
632,0.0003,2048,0.01,"[256, 128]",ReLU,5,0.3,128,0.715,0.6623375000000001
630,0.0003,2048,0.01,"[256, 128]",ReLU,5,0.1,128,0.715,0.656075
629,0.0003,2048,0.01,"[128, 128]",Tanh,20,0.3,128,0.715,0.6476375
46,0.0001,512,0.005,"[256, 128]",Tanh,5,0.2,128,0.715,0.6831499999999999
339,0.0003,512,0.005,"[64, 64]",Tanh,20,0.1,128,0.715,0.64125
87,0.0001,512,0.01,"[128, 128]",Tanh,20,0.1,128,0.715,0.65795
26,0.0001,512,0.005,"[128, 128]",ReLU,20,0.3,128,0.715,0.6716375000000001
193,0.0001,1024,0.01,"[128, 128]",Tanh,10,0.2,128,0.71,0.6678000000000001
552,0.0003,2048,0.005,"[64, 64]",Tanh,10,0.1,128,0.71,0.64825
550,0.0003,2048,0.005,"[64, 64]",Tanh,5,0.2,128,0.71,0.684875
549,0.0003,2048,0.005,"[64, 64]",Tanh,5,0.1,128,0.71,0.6725249999999999
504,0.0003,1024,0.01,"[128, 128]",ReLU,5,0.1,128,0.71,0.6798875000000001
514,0.0003,1024,0.01,"[128, 128]",Tanh,5,0.2,128,0.71,0.6649375000000001
239,0.0001,2048,0.005,"[128, 128]",ReLU,10,0.3,128,0.71,0.6767000000000002
145,0.0001,1024,0.005,"[256, 128]",ReLU,5,0.2,128,0.71,0.71
396,0.0003,512,0.01,"[128, 128]",ReLU,5,0.1,128,0.71,0.6585249999999999
559,0.0003,2048,0.005,"[128, 128]",ReLU,5,0.2,128,0.71,0.6720625
413,0.0003,512,0.01,"[128, 128]",Tanh,20,0.3,128,0.71,0.6610250000000001
478,0.0003,1024,0.005,"[256, 128]",Tanh,5,0.2,128,0.71,0.6548875
417,0.0003,512,0.01,"[256, 128]",ReLU,10,0.1,128,0.71,0.656775
419,0.0003,512,0.01,"[256, 128]",ReLU,10,0.3,128,0.71,0.6668375000000001
231,0.0001,2048,0.005,"[64, 64]",Tanh,20,0.1,128,0.71,0.6520750000000001
472,0.0003,1024,0.005,"[256, 128]",ReLU,10,0.2,128,0.71,0.6537375
228,0.0001,2048,0.005,"[64, 64]",Tanh,10,0.1,128,0.71,0.6511375000000001
71,0.0001,512,0.01,"[64, 64]",Tanh,20,0.3,128,0.71,0.6748000000000001
142,0.0001,1024,0.005,"[128, 128]",Tanh,20,0.2,128,0.71,0.6523
249,0.0001,2048,0.005,"[128, 128]",Tanh,20,0.1,128,0.71,0.6452625000000001
445,0.0003,1024,0.005,"[64, 64]",Tanh,10,0.2,128,0.71,0.6484000000000001
332,0.0003,512,0.005,"[64, 64]",ReLU,20,0.3,128,0.71,0.648175
264,0.0001,2048,0.005,"[256, 128]",Tanh,10,0.1,128,0.71,0.6426249999999999
599,0.0003,2048,0.01,"[64, 64]",ReLU,10,0.3,128,0.71,0.6683500000000001
276,0.0001,2048,0.01,"[64, 64]",ReLU,20,0.1,128,0.71,0.644525
109,0.0001,1024,0.005,"[64, 64]",ReLU,5,0.2,128,0.71,0.6888374999999999
123,0.0001,1024,0.005,"[64, 64]",Tanh,20,0.1,128,0.71,0.6554625000000001
576,0.0003,2048,0.005,"[256, 128]",ReLU,5,0.1,128,0.71,0.6604624999999998
13,0.0001,512,0.005,"[64, 64]",Tanh,10,0.2,128,0.71,0.6530250000000001
154,0.0001,1024,0.005,"[256, 128]",Tanh,5,0.2,128,0.71,0.6821875
191,0.0001,1024,0.01,"[128, 128]",Tanh,5,0.3,128,0.71,0.6709499999999999
306,0.0001,2048,0.01,"[256, 128]",ReLU,5,0.1,128,0.71,0.688825
623,0.0003,2048,0.01,"[128, 128]",Tanh,5,0.3,128,0.71,0.6551125
250,0.0001,2048,0.005,"[128, 128]",Tanh,20,0.2,128,0.71,0.642425
278,0.0001,2048,0.01,"[64, 64]",ReLU,20,0.3,128,0.71,0.6739125
8,0.0001,512,0.005,"[64, 64]",ReLU,20,0.3,128,0.71,0.6723125000000002
627,0.0003,2048,0.01,"[128, 128]",Tanh,20,0.1,128,0.71,0.6242624999999999
265,0.0001,2048,0.005,"[256, 128]",Tanh,10,0.2,128,0.71,0.6607124999999999
639,0.0003,2048,0.01,"[256, 128]",Tanh,5,0.1,128,0.71,0.6519750000000001
60,0.0001,512,0.01,"[64, 64]",ReLU,20,0.1,128,0.705,0.6754375
506,0.0003,1024,0.01,"[128, 128]",ReLU,5,0.3,128,0.705,0.68
114,0.0001,1024,0.005,"[64, 64]",ReLU,20,0.1,128,0.705,0.6728875000000001
435,0.0003,1024,0.005,"[64, 64]",ReLU,10,0.1,128,0.705,0.643625
172,0.0001,1024,0.01,"[64, 64]",Tanh,5,0.2,128,0.705,0.6584375
140,0.0001,1024,0.005,"[128, 128]",Tanh,10,0.3,128,0.705,0.664975
98,0.0001,512,0.01,"[256, 128]",ReLU,20,0.3,128,0.705,0.6484749999999999
171,0.0001,1024,0.01,"[64, 64]",Tanh,5,0.1,128,0.705,0.6584375
173,0.0001,1024,0.01,"[64, 64]",Tanh,5,0.3,128,0.705,0.6584375
602,0.0003,2048,0.01,"[64, 64]",ReLU,20,0.3,128,0.705,0.6455000000000001
275,0.0001,2048,0.01,"[64, 64]",ReLU,10,0.3,128,0.705,0.7049375000000001
304,0.0001,2048,0.01,"[128, 128]",Tanh,20,0.2,128,0.705,0.6547749999999999
432,0.0003,1024,0.005,"[64, 64]",ReLU,5,0.1,128,0.705,0.6539500000000001
169,0.0001,1024,0.01,"[64, 64]",ReLU,20,0.2,128,0.705,0.6686625
238,0.0001,2048,0.005,"[128, 128]",ReLU,10,0.2,128,0.705,0.6636875000000001
301,0.0001,2048,0.01,"[128, 128]",Tanh,10,0.2,128,0.705,0.6651874999999999
410,0.0003,512,0.01,"[128, 128]",Tanh,10,0.3,128,0.705,0.6529125
621,0.0003,2048,0.01,"[128, 128]",Tanh,5,0.1,128,0.705,0.64125
258,0.0001,2048,0.005,"[256, 128]",ReLU,20,0.1,128,0.705,0.659325
284,0.0001,2048,0.01,"[64, 64]",Tanh,10,0.3,128,0.705,0.6713250000000001
74,0.0001,512,0.01,"[128, 128]",ReLU,5,0.3,128,0.705,0.6574125000000001
610,0.0003,2048,0.01,"[64, 64]",Tanh,20,0.2,128,0.705,0.622375
289,0.0001,2048,0.01,"[128, 128]",ReLU,5,0.2,128,0.705,0.69025
37,0.0001,512,0.005,"[256, 128]",ReLU,5,0.2,128,0.705,0.6881
586,0.0003,2048,0.005,"[256, 128]",Tanh,5,0.2,128,0.705,0.6428625
558,0.0003,2048,0.005,"[128, 128]",ReLU,5,0.1,128,0.705,0.6721250000000001
557,0.0003,2048,0.005,"[64, 64]",Tanh,20,0.3,128,0.705,0.6515750000000001
345,0.0003,512,0.005,"[128, 128]",ReLU,10,0.1,128,0.705,0.661725
94,0.0001,512,0.01,"[256, 128]",ReLU,10,0.2,128,0.705,0.6667124999999998
143,0.0001,1024,0.005,"[128, 128]",Tanh,20,0.3,128,0.705,0.6541375
92,0.0001,512,0.01,"[256, 128]",ReLU,5,0.3,128,0.705,0.6833
363,0.0003,512,0.005,"[256, 128]",ReLU,10,0.1,128,0.705,0.6526125
546,0.0003,2048,0.005,"[64, 64]",ReLU,20,0.1,128,0.705,0.6364375
573,0.0003,2048,0.005,"[128, 128]",Tanh,20,0.1,128,0.705,0.63325
582,0.0003,2048,0.005,"[256, 128]",ReLU,20,0.1,128,0.705,0.633575
542,0.0003,2048,0.005,"[64, 64]",ReLU,5,0.3,128,0.705,0.6801750000000001
388,0.0003,512,0.01,"[64, 64]",Tanh,5,0.2,128,0.705,0.6625874999999999
534,0.0003,1024,0.01,"[256, 128]",Tanh,10,0.1,128,0.705,0.6353125
183,0.0001,1024,0.01,"[128, 128]",ReLU,10,0.1,128,0.705,0.6616
454,0.0003,1024,0.005,"[128, 128]",ReLU,10,0.2,128,0.705,0.64955
31,0.0001,512,0.005,"[128, 128]",Tanh,10,0.2,128,0.705,0.6595875
220,0.0001,2048,0.005,"[64, 64]",ReLU,10,0.2,128,0.705,0.6874125000000001
323,0.0001,2048,0.01,"[256, 128]",Tanh,20,0.3,128,0.705,0.6548125
35,0.0001,512,0.005,"[128, 128]",Tanh,20,0.3,128,0.705,0.646925
438,0.0003,1024,0.005,"[64, 64]",ReLU,20,0.1,128,0.705,0.643775
36,0.0001,512,0.005,"[256, 128]",ReLU,5,0.1,128,0.705,0.6925125
131,0.0001,1024,0.005,"[128, 128]",ReLU,10,0.3,128,0.7,0.6668125
646,0.0003,2048,0.01,"[256, 128]",Tanh,20,0.2,128,0.7,0.6195375
643,0.0003,2048,0.01,"[256, 128]",Tanh,10,0.2,128,0.7,0.6382625000000001
638,0.0003,2048,0.01,"[256, 128]",ReLU,20,0.3,128,0.7,0.6379874999999999
450,0.0003,1024,0.005,"[128, 128]",ReLU,5,0.1,128,0.7,0.6711375
641,0.0003,2048,0.01,"[256, 128]",Tanh,5,0.3,128,0.7,0.6477125000000001
456,0.0003,1024,0.005,"[128, 128]",ReLU,20,0.1,128,0.7,0.624025
463,0.0003,1024,0.005,"[128, 128]",Tanh,10,0.2,128,0.7,0.643025
560,0.0003,2048,0.005,"[128, 128]",ReLU,5,0.3,128,0.7,0.6745
503,0.0003,1024,0.01,"[64, 64]",Tanh,20,0.3,128,0.7,0.6351
213,0.0001,1024,0.01,"[256, 128]",Tanh,20,0.1,128,0.7,0.638325
631,0.0003,2048,0.01,"[256, 128]",ReLU,5,0.2,128,0.7,0.6562125000000001
21,0.0001,512,0.005,"[128, 128]",ReLU,10,0.1,128,0.7,0.6386999999999999
563,0.0003,2048,0.005,"[128, 128]",ReLU,10,0.3,128,0.7,0.6433
192,0.0001,1024,0.01,"[128, 128]",Tanh,10,0.1,128,0.7,0.665925
157,0.0001,1024,0.005,"[256, 128]",Tanh,10,0.2,128,0.7,0.6724000000000001
597,0.0003,2048,0.01,"[64, 64]",ReLU,10,0.1,128,0.7,0.6410625
523,0.0003,1024,0.01,"[256, 128]",ReLU,5,0.2,128,0.7,0.6649375000000001
516,0.0003,1024,0.01,"[128, 128]",Tanh,10,0.1,128,0.7,0.6349250000000001
515,0.0003,1024,0.01,"[128, 128]",Tanh,5,0.3,128,0.7,0.6478125
512,0.0003,1024,0.01,"[128, 128]",ReLU,20,0.3,128,0.7,0.6303125
174,0.0001,1024,0.01,"[64, 64]",Tanh,10,0.1,128,0.7,0.668425
499,0.0003,1024,0.01,"[64, 64]",Tanh,10,0.2,128,0.7,0.6451250000000001
163,0.0001,1024,0.01,"[64, 64]",ReLU,5,0.2,128,0.7,0.6827125
496,0.0003,1024,0.01,"[64, 64]",Tanh,5,0.2,128,0.7,0.6661125
42,0.0001,512,0.005,"[256, 128]",ReLU,20,0.1,128,0.7,0.644325
493,0.0003,1024,0.01,"[64, 64]",ReLU,20,0.2,128,0.7,0.6471375
44,0.0001,512,0.005,"[256, 128]",ReLU,20,0.3,128,0.7,0.664225
209,0.0001,1024,0.01,"[256, 128]",Tanh,5,0.3,128,0.7,0.6626000000000001
51,0.0001,512,0.005,"[256, 128]",Tanh,20,0.1,128,0.7,0.6282875
168,0.0001,1024,0.01,"[64, 64]",ReLU,20,0.1,128,0.7,0.660475
556,0.0003,2048,0.005,"[64, 64]",Tanh,20,0.2,128,0.7,0.63385
266,0.0001,2048,0.005,"[256, 128]",Tanh,10,0.3,128,0.7,0.6745
415,0.0003,512,0.01,"[256, 128]",ReLU,5,0.2,128,0.7,0.67495
308,0.0001,2048,0.01,"[256, 128]",ReLU,5,0.3,128,0.7,0.6832250000000001
313,0.0001,2048,0.01,"[256, 128]",ReLU,20,0.2,128,0.7,0.6458000000000002
418,0.0003,512,0.01,"[256, 128]",ReLU,10,0.2,128,0.7,0.6578375
371,0.0003,512,0.005,"[256, 128]",Tanh,5,0.3,128,0.7,0.6346375000000001
78,0.0001,512,0.01,"[128, 128]",ReLU,20,0.1,128,0.7,0.6511125
259,0.0001,2048,0.005,"[256, 128]",ReLU,20,0.2,128,0.7,0.6612375
378,0.0003,512,0.01,"[64, 64]",ReLU,5,0.1,128,0.7,0.6746500000000001
382,0.0003,512,0.01,"[64, 64]",ReLU,10,0.2,128,0.7,0.650975
395,0.0003,512,0.01,"[64, 64]",Tanh,20,0.3,128,0.7,0.6415625
67,0.0001,512,0.01,"[64, 64]",Tanh,10,0.2,128,0.7,0.6691125
287,0.0001,2048,0.01,"[64, 64]",Tanh,20,0.3,128,0.7,0.6573625
414,0.0003,512,0.01,"[256, 128]",ReLU,5,0.1,128,0.7,0.6534749999999999
360,0.0003,512,0.005,"[256, 128]",ReLU,5,0.1,128,0.7,0.6755125000000001
89,0.0001,512,0.01,"[128, 128]",Tanh,20,0.3,128,0.7,0.6504125
348,0.0003,512,0.005,"[128, 128]",ReLU,20,0.1,128,0.7,0.649075
605,0.0003,2048,0.01,"[64, 64]",Tanh,5,0.3,128,0.695,0.6567375000000001
570,0.0003,2048,0.005,"[128, 128]",Tanh,10,0.1,128,0.695,0.6213625
210,0.0001,1024,0.01,"[256, 128]",Tanh,10,0.1,128,0.695,0.6455375000000001
179,0.0001,1024,0.01,"[64, 64]",Tanh,20,0.3,128,0.695,0.652775
577,0.0003,2048,0.005,"[256, 128]",ReLU,5,0.2,128,0.695,0.666575
579,0.0003,2048,0.005,"[256, 128]",ReLU,10,0.1,128,0.695,0.6264375000000001
77,0.0001,512,0.01,"[128, 128]",ReLU,10,0.3,128,0.695,0.67305
181,0.0001,1024,0.01,"[128, 128]",ReLU,5,0.2,128,0.695,0.6814125000000001
404,0.0003,512,0.01,"[128, 128]",ReLU,20,0.3,128,0.695,0.6328875
592,0.0003,2048,0.005,"[256, 128]",Tanh,20,0.2,128,0.695,0.63615
518,0.0003,1024,0.01,"[128, 128]",Tanh,10,0.3,128,0.695,0.6365375
139,0.0001,1024,0.005,"[128, 128]",Tanh,10,0.2,128,0.695,0.6499625
322,0.0001,2048,0.01,"[256, 128]",Tanh,20,0.2,128,0.695,0.6503125
185,0.0001,1024,0.01,"[128, 128]",ReLU,10,0.3,128,0.695,0.6613875
384,0.0003,512,0.01,"[64, 64]",ReLU,20,0.1,128,0.695,0.6412875
110,0.0001,1024,0.005,"[64, 64]",ReLU,5,0.3,128,0.695,0.6783125000000001
585,0.0003,2048,0.005,"[256, 128]",Tanh,5,0.1,128,0.695,0.6428125
568,0.0003,2048,0.005,"[128, 128]",Tanh,5,0.2,128,0.695,0.6634875
498,0.0003,1024,0.01,"[64, 64]",Tanh,10,0.1,128,0.695,0.6342125000000001
481,0.0003,1024,0.005,"[256, 128]",Tanh,10,0.2,128,0.695,0.6202374999999999
86,0.0001,512,0.01,"[128, 128]",Tanh,10,0.3,128,0.695,0.62675
66,0.0001,512,0.01,"[64, 64]",Tanh,10,0.1,128,0.695,0.62165
455,0.0003,1024,0.005,"[128, 128]",ReLU,10,0.3,128,0.695,0.6387
290,0.0001,2048,0.01,"[128, 128]",ReLU,5,0.3,128,0.695,0.6775625000000001
366,0.0003,512,0.005,"[256, 128]",ReLU,20,0.1,128,0.695,0.63075
59,0.0001,512,0.01,"[64, 64]",ReLU,10,0.3,128,0.695,0.6634
297,0.0001,2048,0.01,"[128, 128]",Tanh,5,0.1,128,0.695,0.6557000000000001
57,0.0001,512,0.01,"[64, 64]",ReLU,10,0.1,128,0.695,0.677775
354,0.0003,512,0.005,"[128, 128]",Tanh,10,0.1,128,0.695,0.6462
50,0.0001,512,0.005,"[256, 128]",Tanh,10,0.3,128,0.695,0.6783625000000001
30,0.0001,512,0.005,"[128, 128]",Tanh,10,0.1,128,0.695,0.6376125
176,0.0001,1024,0.01,"[64, 64]",Tanh,10,0.3,128,0.695,0.6372875
342,0.0003,512,0.005,"[128, 128]",ReLU,5,0.1,128,0.695,0.6550625
340,0.0003,512,0.005,"[64, 64]",Tanh,20,0.2,128,0.695,0.6403375
614,0.0003,2048,0.01,"[128, 128]",ReLU,5,0.3,128,0.695,0.66445
510,0.0003,1024,0.01,"[128, 128]",ReLU,20,0.1,128,0.695,0.6291
72,0.0001,512,0.01,"[128, 128]",ReLU,5,0.1,128,0.695,0.677575
380,0.0003,512,0.01,"[64, 64]",ReLU,5,0.3,128,0.69,0.6771125000000001
25,0.0001,512,0.005,"[128, 128]",ReLU,20,0.2,128,0.69,0.648225
349,0.0003,512,0.005,"[128, 128]",ReLU,20,0.2,128,0.69,0.6252625
91,0.0001,512,0.01,"[256, 128]",ReLU,5,0.2,128,0.69,0.6750125
200,0.0001,1024,0.01,"[256, 128]",ReLU,5,0.3,128,0.69,0.6673375
526,0.0003,1024,0.01,"[256, 128]",ReLU,10,0.2,128,0.69,0.6198125
521,0.0003,1024,0.01,"[128, 128]",Tanh,20,0.3,128,0.69,0.6211
584,0.0003,2048,0.005,"[256, 128]",ReLU,20,0.3,128,0.69,0.6318375
544,0.0003,2048,0.005,"[64, 64]",ReLU,10,0.2,128,0.69,0.6348125
389,0.0003,512,0.01,"[64, 64]",Tanh,5,0.3,128,0.69,0.6612250000000001
519,0.0003,1024,0.01,"[128, 128]",Tanh,20,0.1,128,0.69,0.6194
195,0.0001,1024,0.01,"[128, 128]",Tanh,20,0.1,128,0.69,0.620575
38,0.0001,512,0.005,"[256, 128]",ReLU,5,0.3,128,0.69,0.6712
159,0.0001,1024,0.005,"[256, 128]",Tanh,20,0.1,128,0.69,0.6203749999999999
127,0.0001,1024,0.005,"[128, 128]",ReLU,5,0.2,128,0.69,0.67305
451,0.0003,1024,0.005,"[128, 128]",ReLU,5,0.2,128,0.69,0.6542125
286,0.0001,2048,0.01,"[64, 64]",Tanh,20,0.2,128,0.69,0.6475375000000001
167,0.0001,1024,0.01,"[64, 64]",ReLU,10,0.3,128,0.69,0.6718500000000001
625,0.0003,2048,0.01,"[128, 128]",Tanh,10,0.2,128,0.69,0.6248750000000001
298,0.0001,2048,0.01,"[128, 128]",Tanh,5,0.2,128,0.69,0.627525
216,0.0001,2048,0.005,"[64, 64]",ReLU,5,0.1,128,0.69,0.623025
307,0.0001,2048,0.01,"[256, 128]",ReLU,5,0.2,128,0.69,0.677075
615,0.0003,2048,0.01,"[128, 128]",ReLU,10,0.1,128,0.69,0.62505
421,0.0003,512,0.01,"[256, 128]",ReLU,20,0.2,128,0.69,0.6139125
587,0.0003,2048,0.005,"[256, 128]",Tanh,5,0.3,128,0.69,0.6355625
160,0.0001,1024,0.005,"[256, 128]",Tanh,20,0.2,128,0.69,0.6534125000000001
75,0.0001,512,0.01,"[128, 128]",ReLU,10,0.1,128,0.69,0.6619749999999999
257,0.0001,2048,0.005,"[256, 128]",ReLU,10,0.3,128,0.69,0.6641750000000002
486,0.0003,1024,0.01,"[64, 64]",ReLU,5,0.1,128,0.69,0.6692500000000001
604,0.0003,2048,0.01,"[64, 64]",Tanh,5,0.2,128,0.69,0.6536875000000001
505,0.0003,1024,0.01,"[128, 128]",ReLU,5,0.2,128,0.69,0.6488375000000001
397,0.0003,512,0.01,"[128, 128]",ReLU,5,0.2,128,0.69,0.6608375000000001
320,0.0001,2048,0.01,"[256, 128]",Tanh,10,0.3,128,0.69,0.647525
361,0.0003,512,0.005,"[256, 128]",ReLU,5,0.2,128,0.69,0.6630750000000001
256,0.0001,2048,0.005,"[256, 128]",ReLU,10,0.2,128,0.69,0.6730750000000001
314,0.0001,2048,0.01,"[256, 128]",ReLU,20,0.3,128,0.69,0.6445375
319,0.0001,2048,0.01,"[256, 128]",Tanh,10,0.2,128,0.685,0.6559999999999999
302,0.0001,2048,0.01,"[128, 128]",Tanh,10,0.3,128,0.685,0.643925
596,0.0003,2048,0.01,"[64, 64]",ReLU,5,0.3,128,0.685,0.661825
137,0.0001,1024,0.005,"[128, 128]",Tanh,5,0.3,128,0.685,0.6409
551,0.0003,2048,0.005,"[64, 64]",Tanh,5,0.3,128,0.685,0.6512749999999999
247,0.0001,2048,0.005,"[128, 128]",Tanh,10,0.2,128,0.685,0.641025
343,0.0003,512,0.005,"[128, 128]",ReLU,5,0.2,128,0.685,0.654625
291,0.0001,2048,0.01,"[128, 128]",ReLU,10,0.1,128,0.685,0.6626625
6,0.0001,512,0.005,"[64, 64]",ReLU,20,0.1,128,0.685,0.6630250000000001
588,0.0003,2048,0.005,"[256, 128]",Tanh,10,0.1,128,0.685,0.6183
335,0.0003,512,0.005,"[64, 64]",Tanh,5,0.3,128,0.685,0.6469125000000001
23,0.0001,512,0.005,"[128, 128]",ReLU,10,0.3,128,0.685,0.6625875000000001
180,0.0001,1024,0.01,"[128, 128]",ReLU,5,0.1,128,0.685,0.6707875
447,0.0003,1024,0.005,"[64, 64]",Tanh,20,0.1,128,0.685,0.6180875
467,0.0003,1024,0.005,"[128, 128]",Tanh,20,0.3,128,0.685,0.60905
387,0.0003,512,0.01,"[64, 64]",Tanh,5,0.1,128,0.685,0.6611374999999999
52,0.0001,512,0.005,"[256, 128]",Tanh,20,0.2,128,0.685,0.6312250000000001
545,0.0003,2048,0.005,"[64, 64]",ReLU,10,0.3,128,0.685,0.65315
475,0.0003,1024,0.005,"[256, 128]",ReLU,20,0.2,128,0.685,0.6288624999999999
152,0.0001,1024,0.005,"[256, 128]",ReLU,20,0.3,128,0.685,0.631875
151,0.0001,1024,0.005,"[256, 128]",ReLU,20,0.2,128,0.685,0.6342625
469,0.0003,1024,0.005,"[256, 128]",ReLU,5,0.2,128,0.685,0.6535
461,0.0003,1024,0.005,"[128, 128]",Tanh,5,0.3,128,0.685,0.6475874999999999
149,0.0001,1024,0.005,"[256, 128]",ReLU,10,0.3,128,0.68,0.6623500000000001
483,0.0003,1024,0.005,"[256, 128]",Tanh,20,0.1,128,0.68,0.6177
147,0.0001,1024,0.005,"[256, 128]",ReLU,10,0.1,128,0.68,0.6458499999999999
383,0.0003,512,0.01,"[64, 64]",ReLU,10,0.3,128,0.68,0.6402625000000001
254,0.0001,2048,0.005,"[256, 128]",ReLU,5,0.3,128,0.68,0.6632750000000002
184,0.0001,1024,0.01,"[128, 128]",ReLU,10,0.2,128,0.68,0.6619250000000001
442,0.0003,1024,0.005,"[64, 64]",Tanh,5,0.2,128,0.68,0.6313375
113,0.0001,1024,0.005,"[64, 64]",ReLU,10,0.3,128,0.68,0.6688875000000002
115,0.0001,1024,0.005,"[64, 64]",ReLU,20,0.2,128,0.68,0.6525250000000001
492,0.0003,1024,0.01,"[64, 64]",ReLU,20,0.1,128,0.68,0.62875
439,0.0003,1024,0.005,"[64, 64]",ReLU,20,0.2,128,0.68,0.62025
5,0.0001,512,0.005,"[64, 64]",ReLU,10,0.3,128,0.68,0.6387875000000001
49,0.0001,512,0.005,"[256, 128]",Tanh,10,0.2,128,0.68,0.6502500000000001
236,0.0001,2048,0.005,"[128, 128]",ReLU,5,0.3,128,0.68,0.61055
148,0.0001,1024,0.005,"[256, 128]",ReLU,10,0.2,128,0.68,0.6554875
488,0.0003,1024,0.01,"[64, 64]",ReLU,5,0.3,128,0.68,0.6284375000000001
562,0.0003,2048,0.005,"[128, 128]",ReLU,10,0.2,128,0.68,0.6047625000000001
622,0.0003,2048,0.01,"[128, 128]",Tanh,5,0.2,128,0.68,0.6263124999999999
217,0.0001,2048,0.005,"[64, 64]",ReLU,5,0.2,128,0.68,0.6679875000000002
369,0.0003,512,0.005,"[256, 128]",Tanh,5,0.1,128,0.68,0.6487625
644,0.0003,2048,0.01,"[256, 128]",Tanh,10,0.3,128,0.68,0.6137375
370,0.0003,512,0.005,"[256, 128]",Tanh,5,0.2,128,0.68,0.6303625
341,0.0003,512,0.005,"[64, 64]",Tanh,20,0.3,128,0.68,0.6234000000000001
347,0.0003,512,0.005,"[128, 128]",ReLU,10,0.3,128,0.68,0.6304875000000001
24,0.0001,512,0.005,"[128, 128]",ReLU,20,0.1,128,0.675,0.6478625000000001
446,0.0003,1024,0.005,"[64, 64]",Tanh,10,0.3,128,0.675,0.6213250000000001
211,0.0001,1024,0.01,"[256, 128]",Tanh,10,0.2,128,0.675,0.6295000000000001
443,0.0003,1024,0.005,"[64, 64]",Tanh,5,0.3,128,0.675,0.6518875
375,0.0003,512,0.005,"[256, 128]",Tanh,20,0.1,128,0.675,0.6159
594,0.0003,2048,0.01,"[64, 64]",ReLU,5,0.1,128,0.675,0.6607124999999999
500,0.0003,1024,0.01,"[64, 64]",Tanh,10,0.3,128,0.675,0.6431874999999999
337,0.0003,512,0.005,"[64, 64]",Tanh,10,0.2,128,0.675,0.6186250000000001
572,0.0003,2048,0.005,"[128, 128]",Tanh,10,0.3,128,0.675,0.6169500000000001
377,0.0003,512,0.005,"[256, 128]",Tanh,20,0.3,128,0.675,0.6270375
122,0.0001,1024,0.005,"[64, 64]",Tanh,10,0.3,128,0.675,0.6452500000000001
617,0.0003,2048,0.01,"[128, 128]",ReLU,10,0.3,128,0.675,0.6172375
215,0.0001,1024,0.01,"[256, 128]",Tanh,20,0.3,128,0.675,0.6009
581,0.0003,2048,0.005,"[256, 128]",ReLU,10,0.3,128,0.675,0.612025
202,0.0001,1024,0.01,"[256, 128]",ReLU,10,0.2,128,0.675,0.616825
274,0.0001,2048,0.01,"[64, 64]",ReLU,10,0.2,128,0.675,0.647075
242,0.0001,2048,0.005,"[128, 128]",ReLU,20,0.3,128,0.675,0.624325
425,0.0003,512,0.01,"[256, 128]",Tanh,5,0.3,128,0.67,0.6290250000000001
311,0.0001,2048,0.01,"[256, 128]",ReLU,10,0.3,128,0.67,0.6368375
633,0.0003,2048,0.01,"[256, 128]",ReLU,10,0.1,128,0.67,0.6031749999999999
